TITULO_ORIGINAL,TITULO_BRASIL,RAZAO_SOCIAL_DISTRIBUIDORA,PAIS_OBRA,PUBLICO,ANO,PART_PATRIMONIAL_BRASILEIRA,ACORDO_COPRODUCAO,OBRA_PUBLICITARIA
JOURNEY TO BETHLEHEM,JORNADA PARA BELEM,360 ENTRETENIMENTO E DISTRIBUICAO DE FILMES LTDA ­ ME,ESTADOS UNIDOS,8376,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
JOURNEY TO THE SHORE,PARA O OUTRO LADO,ANTONIO FERNANDES FILMES LTDA,JAPÃO,4641,"2015, 2016",NÃO SE APLICA,NÃO SE APLICA,SIM
JOVEN Y ALOCADA,JOVEM ALOUCADA,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CHILE,1155,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
JOVENS INFELIZES OU UM HOMEM QUE GRITA NÃO É UM URSO QUE DANÇA,JOVENS INFELIZES OU UM HOMEM QUE GRITA NÃO É UM URSO QUE DANÇA,EMBAUBA FILMES LTDA,BRASIL,238,"2019, 2020",TOTAL,NÃO SE APLICA,SIM
JOVENS POLACAS,JOVENS POLACAS,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,2494,2020,TOTAL,NÃO SE APLICA,NÃO
JOY,JOY- O NOME DO SUCESSO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,328288,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
JOY RIDE,LOUCAS EM APUROS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,48331,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
"JOÃO, O MAESTRO","JOÃO, O MAESTRO",COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,93220,2017,TOTAL,NÃO SE APLICA,NÃO
JUAN E A BAILARINA,JUAN E A BAILARINA,VILACINE SERVIÇOS CINEMATOGRÁFICOS S.A.,BRASIL,80,2015,MINORITÁRIA,NÃO SE APLICA,SIM
JUAN Y EVA,JUAN E EVITA - UMA HISTÓRIA DE AMOR,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,ARGENTINA,272,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
JUDAS AND THE BLACK MESSIAH,JUDAS E O MESSIAS NEGRO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,9965,2021,NÃO SE APLICA,NÃO SE APLICA,SIM
JUDY,JUDY,SM DISTRIBUIDORA DE FILMES LTDA,REINO UNIDO,87303,"2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
JUILLET-AOÛT,JULHO AGOSTO,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,FRANÇA,4405,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
JUJUTSU KAISEN 0: THE MOVIE,JUJUTSU KAISEN 0 : O FILME,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,JAPÃO,267629,"2022, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
JULES,NOSSO AMIGO EXTRAORDINÁRIO,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,ESTADOS UNIDOS,1192,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
"JULIET, NAKED","JULIET, NUA E CRUA",DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,9619,"2018, 2019",NÃO SE APLICA,NÃO SE APLICA,SIM
JULIETA,JULIETA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESPANHA,199607,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
JULIETA,JULIETA,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESPANHA,1,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
JULIO SUMIU,JULIO SUMIU,WMIX DISTRIBUIDORA LTDA.,BRASIL,176508,2014,TOTAL,NÃO SE APLICA,NÃO
JUMANJI: NEXT LEVEL,JUMANJI: PROXIMA FASE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,3356211,"2020, 2021, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
JUMANJI: WELCOME TO THE JUNGLE,JUMANJI: BEM-VINDO À SELVA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,4975298,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
"JUMP, DARLING",NO RITMO DA VIDA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,CANADÁ,545,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
JUNGLE CRUISE,JUNGLE CRUISE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,288442,2021,NÃO SE APLICA,NÃO SE APLICA,SIM
JUNHO,JUNHO,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,3843,2014,TOTAL,NÃO SE APLICA,SIM
JUNIPER,A MATRIARCA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,NOVA ZELÂNDIA,4299,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
JUNTOS E ENROLADOS,JUNTOS E ENROLADOS,WMIX DISTRIBUIDORA LTDA.,BRASIL,250131,"2021, 2022",TOTAL,NÃO SE APLICA,NÃO
JUNTOS PARA SIEMPRE,JUNTOS PARA SEMPRE,ESFERA PRODUÇÕES CULTURAIS EIRELI,ARGENTINA,929,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
JUPITER ASCENDING,O DESTINO DE JÚPITER,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1237261,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
JUPITER’S MOON,LUA DE JÚPITER,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,3912,"2018, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
JURASSIC PARK,JURASSIC PARK - O PARQUE DOS DINOSSAUROS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,6180,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
JURASSIC WORLD,JURASSIC WORLD: O MUNDO DOS DINOSSAUROS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,6357920,"2015, 2016",NÃO SE APLICA,NÃO SE APLICA,SIM
JURASSIC WORLD,JURASSIC WORLD: O MUNDO DOS DINOSSAUROS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,2506,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
JURASSIC WORLD: DOMINION,JURASSIC WORLD: DOMÍNIO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,3958607,"2022, 2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
JURASSIC WORLD: FALLEN KINGDOM,JURASSIC WORLD - REINO AMEAÇADO,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,5256680,"2018, 2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
JUSQU'À LA GARDE,CUSTÓDIA,OMF SERVICOS & CONSULTORIA LTDA,FRANÇA,19985,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
JUST A GIGOLO,UM AMANTE FRANCÊS,PAGU DISTRIBUICAO DE FILMES LTDA.,FRANÇA,5167,"2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
JUST LIKE A WOMAN,SIMPLESMENTE UMA MULHER,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,409,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
JUST MERCY,LUTA POR JUSTIÇA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,112018,"2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
JUSTE LA FIN DU MONDE,É APENAS O FIM DO MUNDO,ANTONIO FERNANDES FILMES LTDA,CANADÁ,8595,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
JUSTICE LEAGUE,LIGA DA JUSTIÇA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,8615658,"2017, 2018, 2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
JUSTIN AND THE KNIGHTS OF VALOUR,JUSTIN E A ESPADA DA CORAGEM,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ESPANHA,45011,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
JUSTIN BIEBER- BELIEVE,JUSTIN BIEBER- BELIEVE,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,83579,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
"JÁ, OLGA HEPNAROVÁ","EU, OLGA HEPNAROVÁ",OMF SERVICOS & CONSULTORIA LTDA,ESLOVÁQUIA,2354,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
JÚPITER,JÚPITER,ENCRIPTA S/A,BRASIL,15,2021,TOTAL,NÃO SE APLICA,SIM
KAIBUTSU,MONSTER,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,JAPÃO,55155,"2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
KALO POTHI,NAS ESTRADAS DO NEPAL,ESFERA PRODUÇÕES CULTURAIS EIRELI,ALEMANHA,4156,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
KALUSHI: THE STORY OF SOLOMON MAHLANGU,FOGO CONTRA FOGO - A HISTÓRIA DE SOLOMON MAHLANGU,ENCRIPTA S/A,ÁFRICA DO SUL,120,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
KANDAHAR,MISSÃO DE SOBREVIVÊNCIA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,55159,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
KANG DANIEL: MY PARADE,KANG DANIEL: MY PARADE,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,CORÉIA DO SUL,77,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
KARDEC,KARDEC,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,749256,2019,TOTAL,NÃO SE APLICA,NÃO
KAREN LLORA EN UN BUS,KAREN CHORA NO ÔNIBUS,FREDERICO DA CRUZ MACHADO - ME,COLÔMBIA,2367,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
KAZE TACHINU,VIDAS AO VENTO,ANTONIO FERNANDES FILMES LTDA,JAPÃO,20147,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
KEDI,GATOS,CIRCUITO CINEARTE LTDA,PERU,17874,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
KEEP THE LIGHTS ON,DEIXE A LUZ ACESA,ZETA FILMES LTDA,ESTADOS UNIDOS,279,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
KEVIN,KEVIN,ANAVILHANA FILMES LTDA - ME,BRASIL,552,"2022, 2023",TOTAL,NÃO SE APLICA,SIM
KEVIN,KEVIN,EMBAUBA FILMES LTDA,BRASIL,4,2022,TOTAL,NÃO SE APLICA,SIM
KHUMBA,KHUMBA,WMIX DISTRIBUIDORA LTDA.,ÁFRICA DO SUL,237354,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
KIDNAP,O SEQUESTRO,H20 PRODUÇÕES LTDA,ESTADOS UNIDOS,62183,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
KIDNAPPING FREDDY HEINEKEN,JOGADA DE MESTRE,WMIX DISTRIBUIDORA LTDA.,BÉLGICA,109139,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
"KIKI,EL AMOR SE HACE",KIKI: OS SEGREDOS DO DESEJO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ESPANHA,17962,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
KILL,KILL - O MASSACRE NO TREM,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,9330,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KILL THE MESSENGER,O MENSAGEIRO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,8997,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
KILL YOUR DARLINGS,VERSOS DE UM CRIME,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,7854,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
KILLERS OF THE FLOWER MOON,ASSASSINOS DA LUA DAS FLORES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,455855,"2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
KILLING GROUND,O ACAMPAMENTO,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,AUSTRÁLIA,2153,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
KIN,KIN,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,3639,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
KINDS OF KINDNESS,TIPOS DE GENTILEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,50345,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KING ARTHUR: LEGEND OF THE SWORD,REI ARTHUR: A LENDA DA ESPADA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,952787,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
KING KONG EM ASUNCIÓN,KING KONG EM ASUNCIÓN,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,1012,2021,TOTAL,NÃO SE APLICA,SIM
KING RICHARD,KING RICHARD: CRIANDO CAMPEÃS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,56232,"2021, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
KINGDOM OF THE PLANET OF THE APES,PLANETA DOS MACACOS: O REINADO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,2923406,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KINGSMAN: THE GOLDEN CIRCLE,KINGSMAN: O CÍRCULO DOURADO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,1028875,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
KINGSMAN: THE SECRET SERVICE,KINGSMAN SERVIÇO SECRETO,FOX FILM DO BRASIL LTDA,REINO UNIDO,884340,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
KIRIKOU ET LES HOMMES ET LES FEMMES,KIRIKU: OS HOMENS E AS MULHERES,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,2928,"2015, 2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
KISEKI,O QUE EU MAIS DESEJO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,JAPÃO,70,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
KLONDIKE,KLONDIKE,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,TURQUIA,1044,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,JAPÃO,260042,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO,STARK'S CINEMA E LANCHONETE LTDA.,JAPÃO,216,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
KNIVES AND SKIN,KNIVES AND SKIN,ZETA FILMES LTDA,ESTADOS UNIDOS,175,2021,NÃO SE APLICA,NÃO SE APLICA,SIM
KNIVES OUT,ENTRE FACAS E SEGREDOS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,543658,"2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
KNOCK AT THE CABIN,BATEM À PORTA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,329715,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
KNOCK KNOCK,KNOCK KNOCK,SM DISTRIBUIDORA DE FILMES LTDA,CHILE,52289,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
KNOX GOES AWAY,PACTO DE REDENÇÃO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,41196,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KOBRA - AUTO-RETRATO,KOBRA - AUTO-RETRATO,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,4262,"2022, 2023",TOTAL,NÃO SE APLICA,NÃO
KOLLEKTIVET,A COMUNIDADE,ANTONIO FERNANDES FILMES LTDA,DINAMARCA,20310,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
KOMPROMAT,KOMPROMAT,CINEMATOGRÁFICA POLIFILMES LTDA-ME,FRANÇA,2231,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
KONG: SKULL ISLAND,KONG - A ILHA DA CAVEIRA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1903024,"2017, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
KRAFTIDIOTEN,O CIDADÃO DO ANO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,NORUEGA,6164,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
KUBO AND THE TWO STRINGS,KUBO E AS CORDAS MÁGICAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,140921,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
KUMA,A SEGUNDA ESPOSA,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,FRANÇA,10086,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
KUNG FU PANDA 2,KUNG FU PANDA 2,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,3,2020,NÃO SE APLICA,NÃO SE APLICA,SIM
KUNG FU PANDA 3,KUNG FU PANDA 3,FOX FILM DO BRASIL LTDA,CHINA,1757958,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
KUNG FU PANDA 3,KUNG FU PANDA 3,THE WALT DISNEY COMPANY (BRASIL) LTDA.,CHINA,348,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
KUNG FU PANDA 4,KUNG FU PANDA 4,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,2144099,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KURSK,KURSK - A ÚLTIMA MISSÃO,SM DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,7792,2020,NÃO SE APLICA,NÃO SE APLICA,SIM
KURT COBAIN: MONTAGE OF HECK,KURT COBAIN: MONTAGE OF HECK,CINEMARK BRASIL S.A,,4784,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
KURU OTLAR ÜSTÜNE,ERVAS SECAS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TURQUIA,2838,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
KÓBLIC,KÓBLIC,SM DISTRIBUIDORA DE FILMES LTDA,ARGENTINA,62804,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
KÛKAI,O MISTÉRIO DO GATO CHINÊS,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,CHINA,7613,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ADIEU À LA NUIT,ADEUS À NOITE,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ALEMANHA,12913,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
L'AMANT D'UN JOUR,AMANTE POR UM DIA,P & M DISTRIBUIDORA DE FILMES LTDA,FRANÇA,11284,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
L'AMOUR EST UN CRIME PARFAIT,O AMOR É UM CRIME PERFEITO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,9931,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'APPARITION,A APARIÇÃO,A2 DISTRIBUIDORA DE FILMES LTDA EPP,FRANÇA,7259,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ART D'AIMER,A ARTE DE AMAR,MARES FILMES EIRELI,FRANÇA,121,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ASTRAGALE,ASTRÁGALO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,1303,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ATELIER,A TRAMA,ESFERA PRODUÇÕES CULTURAIS EIRELI,FRANÇA,4349,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ATTESA,A ESPERA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,14569,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
L'AVENIR,O QUE ESTÁ POR VIR,ZETA FILMES LTDA,ALEMANHA,23803,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ECONOMIE DU COUPLE,A ECONOMIA DO AMOR,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,8451,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ENFANT D'EN HAUT,MINHA IRMÃ,ESFERA PRODUÇÕES CULTURAIS EIRELI,FRANÇA,1911,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ESTATE ADDOSSO,SOBRE VIAGENS E AMORES,LANCA DISTRIBUIDORA DE FILMES LTDA,ITÁLIA,4960,2017,NÃO SE APLICA,NÃO SE APLICA,SIM
L'EXTRAVAGANT VOYAGE DU JEUNE ET PRODIGIEUX T.S. SPIVET,UMA VIAGEM EXTRAORDINÁRIA,ANTONIO FERNANDES FILMES LTDA,FRANÇA,14925,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'HERMINE,A CORTE,ANTONIO FERNANDES FILMES LTDA,FRANÇA,7005,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
L'HEURE D'ÉTÉ,HORAS DE VERÃO,MOSTRA INTERNACIONAL DE CINEMA LTDA,FRANÇA,78,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
L'HOMME FIDÈLE,UM HOMEM FIEL,OMF SERVICOS & CONSULTORIA LTDA,FRANÇA,325,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
L'HOMME QU'ON AIMAIT TROP,O HOMEM QUE ELAS AMAVAM DEMAIS,MARES FILMES EIRELI,FRANÇA,22833,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
L'HOMME QUI RIT,O HOMEM QUE RI,ESFERA PRODUÇÕES CULTURAIS EIRELI,FRANÇA,73,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
L'IMAGE MANQUANTE,A IMAGEM QUE FALTA,H20 PRODUÇÕES LTDA,CAMBOJA,2823,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'INCONNU DU LAC,UM ESTRANHO NO LAGO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,6887,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ODYSSÉE,A ODISSEIA,ESFERA PRODUÇÕES CULTURAIS EIRELI,FRANÇA,6253,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ÉCHANGE DES PRINCESSES,TROCA DE RAINHAS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,24656,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ÉCUME DES JOURS,"ESPUMA DOS DIAS, A",PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,604,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ÉTOILE FILANTE,A ESTRELA CADENTE,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BÉLGICA,1666,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
L'ÉTÉ DERNIER,CULPA E DESEJO,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,FRANÇA,2087,"2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
L'ÉVÉNEMENT,O ACONTECIMENTO,ZETA FILMES LTDA,FRANÇA,4162,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
L.O.C.A.,L.O.C.A.,WMIX DISTRIBUIDORA LTDA.,BRASIL,10,2021,TOTAL,NÃO SE APLICA,NÃO
LA ACADEMIA DE LAS MUSAS,A ACADEMIA DAS MUSAS,OMF SERVICOS & CONSULTORIA LTDA,ESPANHA,3335,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
LA BANDA PICASSO,PICASSO E O ROUBO DA MONA LISA,ESFERA PRODUÇÕES CULTURAIS EIRELI,ESPANHA,5420,"2015, 2016",NÃO SE APLICA,NÃO SE APLICA,SIM
LA BELLE EPOQUE,BELLE EPOQUE,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,BÉLGICA,5132,"2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
LA BELLE ET LA BELLE,QUANDO MARGOT ENCONTRA MARGOT,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,6041,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
LA BELLE SAISON,UM BELO VERÃO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BÉLGICA,5286,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
LA BOHÈME,LA BOHÈME,CINEMARK BRASIL S.A,INGLATERRA,1121,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
LA BRIGADE,A BRIGADA DA CHEF,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,3675,"2022, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
LA CAGE DORÉE,A GAIOLA DOURADA,MARES FILMES EIRELI,FRANÇA,32541,"2014, 2015",NÃO SE APLICA,NÃO SE APLICA,SIM
LA CAMA,LA CAMA,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,ARGENTINA,2068,2019,MINORITÁRIA,ACORDO LATINO-AMERICANO DE COPRODUÇÃO CINEMATOGRÁFICA,SIM
LA CAMÉRA DE CLAIRE,A CÂMERA DE CLAIRE,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,13810,"2018, 2019, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
LA CORRISPONDENZA,LEMBRANÇAS DE UM AMOR ETERNO,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ITÁLIA,22998,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
LA CROISADE,UM PEQUENO GRANDE PLANO,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,FRANÇA,1026,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
LA DAME DANS L'AUTO AVEC DES LUNETTES ET UN FUSIL,UMA DAMA DE OCULOS ESCUROS COM UMA ARMA NO CARRO,RJ DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,2085,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
LA DARONNE,A DONA DO BARATO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,8035,"2021, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
